timestamp,original_path,new_path,alt_text
2025-05-04 15:05:11,input/a1_instalacije/f385c05a-449e-4196-a9bd-8ba71c06c518.jpeg,output/a1_instalacije/nagrada-a1-instalacije-doo.jpg,"Lesena nagrada z napisom PRIMERJAM.si, IZBIRA STRANK 2022 in A1 INŠTALACIJE d.o.o. ter oceno 5.0 s petimi zvezdicami. Nagrada je postavljena na armaturni plošči avtomobila."
2025-05-04 15:05:13,input/a1_instalacije/10dfb0a4-109e-4eee-a57b-a84bb82c1db0.jpeg,output/a1_instalacije/polaganje-keramike-laser-nivelir.jpg,Polaganje keramičnih ploščic v prostoru s pomočjo laserskega nivelirja. Ploščice so položene in fiksirane s plastičnimi distančniki.
2025-05-04 15:05:15,input/a1_instalacije/d51375ac-1813-4ea6-9328-b47d7af31a79 (1).jpeg,output/a1_instalacije/kopalnica-prenova-ploščice-okno.jpg,Kopalnica v prenovi s svetlimi ploščicami in oknom. Na tleh je položen parket.
2025-05-04 15:05:17,input/a1_instalacije/1a5f247d-ddd0-4ef8-8c1e-900ddc096a53.jpeg,output/a1_instalacije/polaganje-keramike-kopalnica-prenova.jpg,"Fotografija prikazuje polaganje keramičnih ploščic v kopalnici med prenovo. Ploščice so svetle s pisanimi vzorci, modri distančniki pa zagotavljajo enakomerne fuge."
2025-05-04 15:05:20,input/a1_instalacije/708ce1b8-24ac-48f5-be7b-9c9c4539f8ef (1).jpeg,output/a1_instalacije/polaganje-keramike-v-kopalnici.jpg,Fotografija prikazuje polaganje keramičnih ploščic v kopalnici. Vidni so tudi orodje in naprave za polaganje ploščic.
2025-05-04 15:05:24,input/a1_instalacije/02fcd114-7c36-4c22-b717-562290e6555b.jpeg,output/a1_instalacije/notranjost-sobe-s-pečjo-televizorjem.jpg,"Notranjost sobe prikazuje peč iz rdečih opek, televizor na steni in leseno oblogo na stropu. V ozadju je stena z vzorcem cvetja in vrata."
2025-05-04 15:05:26,input/a1_instalacije/0949f159-fb74-444a-bb74-a77f40ce9d81.jpeg,output/a1_instalacije/hiša-terasa-zunanje-ureditve.jpg,Zunanja terasa hiše s tlakovci in leseno nadstrešnico. Na vrtu je vidna trava in cvetje.
2025-05-04 15:05:28,input/a1_instalacije/7bd142c5-4f48-4ceb-bee7-24712b1f9323.jpeg,output/a1_instalacije/talno-ogrevanje-sistem-namestitev.jpg,"Talno ogrevanje je nameščeno v sobi, s črnimi ploščami in belimi cevmi. Sistem je pripravljen za pokrivanje s talno oblogo."
2025-05-04 15:05:30,input/a1_instalacije/1fcd4ba1-ef06-4664-a66a-c6d192697dc3.jpeg,output/a1_instalacije/kopalnica-prenova-polaganje-ploščic.jpg,Kopalnica v fazi prenove s sveže položenimi keramičnimi ploščicami na stenah in lesenimi talnimi oblogami. Vidni so tudi elementi za sanitarno opremo in okno.
2025-05-04 15:05:32,input/a1_instalacije/4233ec0e-63b2-41e3-a95e-2d6777e8449c (1).jpeg,output/a1_instalacije/soba-keramika-stena-elektrika.jpg,Prazna soba s keramičnimi ploščicami na tleh in belimi stenami. Na steni je električna vtičnica.
2025-05-04 15:06:13,input/a1_instalacije/567ec393-8abc-4c8a-a251-9cf81c49e2ec.jpeg,output/a1_instalacije/hiša-terasa-dvorišče-zunanjost.jpg,Zunanji pogled na hišo s tlakovano teraso in zelenico. Na terasi so vidni ostanki gradbenih del.
2025-05-04 15:06:15,input/a1_instalacije/a25c11f5-7cac-4011-bc5d-3324f1e9c8ab.jpeg,output/a1_instalacije/kopalnica-s-keramicnimi-ploscicami.jpg,Kopalnica s keramičnimi ploščicami in lesenim podom. Viden je tudi okenski okvir in priključki za sanitarno opremo.
2025-05-04 15:06:17,input/a1_instalacije/8e897973-fd18-4718-b61b-c1d5b5c88c93.jpeg,output/a1_instalacije/kopalnica-umivalnik-wc-pralni-stroj.jpg,"Notranjost kopalnice s sodobnim umivalnikom, straniščem, pralnim strojem Samsung in tuš kabino. Na pultu pralnega stroja je čistilo Tandil."
2025-05-04 15:06:20,input/a1_instalacije/19938465-4b89-4c09-a84c-bee8e948d030.jpeg,output/a1_instalacije/bathroom-tiles-plumbing-fixtures.jpg,"A newly tiled bathroom features neutral-toned wall and floor tiles, with plumbing fixtures visible on the wall. A white bucket sits on the floor."
2025-05-04 15:06:24,input/a1_instalacije/d746cc24-bde4-41fb-b1e6-9dd0b8555008.jpeg,output/a1_instalacije/gorenje-bojler-vodovodne-napeljave.jpg,Bojler Gorenje je nameščen na steni s priključenimi vodovodnimi napeljavami. Na polici pod njim sta orodje in posoda.
2025-05-04 15:06:25,input/a1_instalacije/12b1bf12-b961-4dae-9b83-2f867e659595.jpeg,output/a1_instalacije/talno-ogrevanje-modra-izolacija.jpg,Talno ogrevanje je nameščeno na modri izolaciji. Bele cevi za talno ogrevanje so položene v vzorcu na modri izolaciji.
2025-05-04 15:06:27,input/a1_instalacije/373a7e50-6213-4bf5-b50c-89a4dd83feac.jpeg,output/a1_instalacije/kopalnica-prha-črna-armatura.jpg,Sodobna kopalnica s črno prho in armaturo. Prha ima steklena vrata s črnim okvirjem.
2025-05-04 15:06:42,input/a1_instalacije/8a393861-2470-4e72-940f-bbbf392d8fa2.jpeg,output/a1_instalacije/kopalnica-ploščice-stene-prenova.jpg,Notranjost kopalnice s svetlimi keramičnimi ploščicami na stenah. Prikazuje del prenove kopalnice z nameščenimi ploščicami in pripravami za sanitarno opremo.
2025-05-04 15:06:43,input/a1_instalacije/87c80b05-f258-4c46-adb4-d9d58ca5db19.jpeg,output/a1_instalacije/nova-lesen-tlakovanje-notranjost.jpg,Nova lesena talna obloga v notranjosti z nedokončanimi stenami. Tlakovanje je svetlo rjave barve in ima videz lesa.
2025-05-04 15:06:45,input/a1_instalacije/069eeb6b-3e5c-4c9b-a311-a3db8b0fbb46.jpeg,output/a1_instalacije/polaganje-keramike-renoviranje-kopalnice.jpg,Fotografija prikazuje polaganje keramičnih ploščic v kopalnici med prenovo. Ploščice so pritrjene s križci za enakomerne fuge.
2025-05-04 15:06:47,input/a1_instalacije/3391deb6-af50-42ac-a23f-74c391734080.jpeg,output/a1_instalacije/tiles-installation-bathroom-wall.jpg,Stena polnjena s keramičnimi ploščicami z uporabo izravnalnega sistema. Vidni so tudi vodovodne cevi in škatla za vgradnjo.
2025-05-04 15:06:49,input/a1_instalacije/03aff140-80ff-428d-87f7-d2db3e746731.jpeg,output/a1_instalacije/polaganje-keramike-izravnalni-sistem.jpg,Prikazano je polaganje keramičnih ploščic z uporabo izravnalnega sistema. Modri distančniki zagotavljajo enakomerne fuge med ploščicami.
2025-05-04 15:06:50,input/a1_instalacije/d397caf6-d7ea-4fca-a8cb-93407020b963.jpeg,output/a1_instalacije/vodovodne-instalacije-a1-mehanovic.jpg,"Oglas za vodovodne instalacije A1 instalacije d.o.o. z Miralemom Mehanovicem, ki ponuja storitve na področju vode, gretja, elektrike, keramike in adaptacije kopalnic."
2025-05-04 15:07:14,input/a1_instalacije/60c837ea-6e24-4716-9121-43e513cd50b2.jpeg,output/a1_instalacije/soba-keramika-opeka-notranjost.jpg,Soba s keramičnimi ploščicami na tleh in pečjo iz opeke v kotu. Na peči je steklenica čistila.
2025-05-04 15:07:16,input/a1_instalacije/43dcfd54-1ec4-4d24-866f-dc16a6f51ee0.jpeg,output/a1_instalacije/kuhinja-sodobna-notranjost-okno.jpg,"Sodobna kuhinja z oknom, ki gleda na balkon. Kuhinja ima črne elemente in leseno pult."
2025-05-04 15:07:18,input/a1_instalacije/8899db75-77ad-4017-9274-bc1c9ccbd0d9.jpeg,output/a1_instalacije/kopalnica-stenske-ploščice-vtičnica.jpg,Stena v kopalnici je obložena s svetlimi keramičnimi ploščicami. Na steni je nameščena vtičnica in priključki za vodo.
2025-05-04 15:07:20,input/a1_instalacije/600bbcae-da70-4bd3-8c03-338e1c33a875.jpeg,output/a1_instalacije/kopalnica-prenova-ploščice-stran.jpg,Kopalnica v prenovi s sveže položenimi belimi ploščicami in modrimi distančniki. V ozadju je stranišče in modra stena.
2025-05-04 15:07:22,input/a1_instalacije/2ca2ba93-b00e-4bc7-be2f-f7b954a88477.jpeg,output/a1_instalacije/notranjost-sobe-s-pečjo.jpg,"Notranjost sobe s keramičnimi tlemi, pečjo iz opečnatih ploščic in lesenimi vrati. Stena je okrašena z zelenim vzorcem."
2025-05-04 15:07:23,input/a1_instalacije/980ee6c9-b63f-41d3-8908-646c0e014cfd.jpeg,output/a1_instalacije/bathroom-toilet-water-heater.jpg,"A bathroom features a wall-mounted toilet, a white water heater, and beige tile walls. A small shelf is built into the wall above the toilet."
2025-05-04 15:07:25,input/a1_instalacije/c55da416-98ad-4cf9-8716-48a50b763f82 (1).jpeg,output/a1_instalacije/soba-s-plo-icami-okno.jpg,"Prazen prostor s ploščicami in oknom, ki gleda na zunanjo teraso. Ploščice so svetlo sive barve in so položene v vzorcu opeke."
2025-05-04 15:07:32,input/a1_instalacije/0de5520e-8c4b-486e-8112-d4cccbea4825.jpeg,output/a1_instalacije/talno-ogrevanje-razdelilnik-cevi.jpg,"Slika prikazuje razdelilnik talnega ogrevanja s priključenimi belimi cevmi, nameščenimi na modri izolaciji. Na tleh so tudi orodja za montažo."
2025-05-04 15:07:34,input/a1_instalacije/7319829d-592c-4d1a-8d1e-7b8d15db0b90.jpeg,output/a1_instalacije/kuhinja-sodobna-črna-bela.jpg,Sodobna kuhinja z belimi zgornjimi omaricami in črnimi spodnjimi omaricami ter lesenim pultom. V ospredju je lesena talna obloga.
2025-05-04 15:07:36,input/a1_instalacije/951054df-5d9b-47d2-aea2-6c13314a3aeb.jpeg,output/a1_instalacije/nedokončana-kopalnica-prenova-notranjost.jpg,Nedokončana kopalnica s keramičnimi ploščicami in lesenimi tlemi. Vidi se odprtina za vrata in napeljave na steni.
2025-05-04 15:07:42,input/a1_instalacije/9261fdfb-7925-4596-b206-c0eac05b0be1.jpeg,output/a1_instalacije/vtičnice-stenske-pipe-kopalnica.jpg,"Dve vtičnici na steni v kopalnici, pod njima pa so nameščene stenske pipe. Stena je obložena s svetlimi keramičnimi ploščicami."
2025-05-04 15:07:44,input/a1_instalacije/ff9b9007-361e-4953-8c21-05bbbf16aa54.jpeg,output/a1_instalacije/kopalnica-talne-ploščice-odtok.jpg,Pogled od zgoraj na talne ploščice v kopalnici z odtokom in delom steklene tuš kabine. Ploščice so bele z marmornatim vzorcem.
